ID,TDU,REP,PRODUCT,KWH500,KWH1000,KWH2000,RATE_TYPE,TERM_LENGTH,RENEWABLE,PREPAID,TOU,PROMOTION,EFL_URL
2191,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,13.2,10.2,9.7,Fixed,6,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-6-green.pdf
2196,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,13.2,10.2,9.7,Fixed,9,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-9-green.pdf
2186,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,12.6,9.6,9.1,Fixed,3,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-3-green.pdf
2028,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,13.4,10.4,9.9,Fixed,24,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf
2184,AEP TEXAS NORTH DIVISION,BRILLIANT ENERGY LLC,Brilliant Freedom 12 Month,14.4,11.1,10.6,Fixed,12,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/12/P0000/EN
2023,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan ,12.8,9.8,9.3,Fixed,24,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen.pdf
2018,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,13.8,10.8,10.3,Fixed,18,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-18-green.pdf
2008,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,13.7,10.7,10.2,Fixed,18,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-green.pdf
1952,AEP TEXAS NORTH DIVISION,BOUNCE ENERGY INC,Tremendous 24,11.3,9.8,9,Fixed,24,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/tremendous24-050217.pdf
2013,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan ,12.8,9.8,9.3,Fixed,18,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-18-nongreen.pdf
2002,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,13.3,10.3,9.8,Fixed,24,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green.pdf
1996,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,12.7,9.7,9.2,Fixed,18,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen.pdf
1990,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,12.7,9.7,9.2,Fixed,24,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf
1957,AEP TEXAS NORTH DIVISION,BOUNCE ENERGY INC,Terrific 12,11.2,9.7,8.9,Fixed,12,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/terrific12-050217.pdf
1889,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,12.6,9.6,9.1,Fixed,6,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf
1884,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,11.8,8.8,8.3,Fixed,3,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen.pdf
1879,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,11.7,8.7,8.2,Variable,1,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-flex-pr-green.pdf
1869,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,13.3,10.3,9.8,Fixed,6,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-6-green.pdf
1874,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,11.8,8.8,8.3,Variable,1,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-green.pdf
1863,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,12.7,9.7,9.2,Fixed,3,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-3-green.pdf
1820,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Texas Independence AutoPay E-Plan,11,8,7.5,Variable,1,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf
1527,AEP TEXAS NORTH DIVISION,BOUNCE ENERGY INC,Fantastic Fixed 6,12.1,10.6,9.8,Fixed,6,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/fantasticfixed6-050217.pdf
1617,AEP TEXAS NORTH DIVISION,BOUNCE ENERGY INC,Easy Fixed 3,11.9,10.4,9.6,Fixed,3,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/easyfixed3-050217.pdf
1419,AEP TEXAS NORTH DIVISION,AP GAS & ELECTRIC (TX) LLC,Affordable Saver 12,10.7,8.9,8.9,Fixed,12,12,FALSE,FALSE,FALSE,https://enroll.apge.com/Offer/getDocument?documentId=10&offerCode=AEN_RES_12_FIXED_WEB
1385,AEP TEXAS NORTH DIVISION,BRILLIANT ENERGY LLC,Brilliant Freedom 24 Month,14.6,11.3,10.8,Fixed,24,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/24/P0000/EN
1312,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,12.8,9.8,9.3,Fixed,12,100,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf
1307,AEP TEXAS NORTH DIVISION,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,12.4,9.4,8.9,Fixed,12,12,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen.pdf
1207,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Lone Star Select-3 Month Term,12.6,10.4,10.3,Fixed,3,5,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS2MTRNG3_99_279_1
1004,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Lone Star Select-6 Month Term,13.2,11,10.9,Fixed,6,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS6MTRNG6_19_279_1
1132,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Ambit Certified Green-1 Year Term ,12.7,10.5,10.4,Fixed,12,100,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/ACG1YTRG12_1_279_1
913,AEP TEXAS NORTH DIVISION,AMIGO ENERGY,Amigo Essentials 18 Month,12.1,7.8,7.7,Fixed,18,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F27332_3698741.pdf
978,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan ,12.7,9.7,9.2,Fixed,9,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-9-nongreen.pdf
972,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan ,12.7,9.7,9.2,Fixed,6,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen.pdf
964,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan,11.9,8.9,8.4,Fixed,3,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen.pdf
896,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Lone Star Select-1 Year Term ,12.5,10.3,10.2,Fixed,12,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS1YTRNG12_18_279_1
620,AEP TEXAS NORTH DIVISION,NEC Co-op Energy,Residential Electricity... Plain and simple.,15.9,14.1,13.2,Variable,0,6,FALSE,FALSE,FALSE,https://neccoopenergy.com/residential-service/residential-prices/aep-residential-prices-fact-sheet/
524,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Texas Select Variable Plan,13.7,13,12.6,Variable,0,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/TSVPRNG0_509_279_1
609,AEP TEXAS NORTH DIVISION,JUST ENERGY,RateShield 60,12.2,11.5,11.1,Fixed,60,11,FALSE,FALSE,FALSE,http://bit.ly/2kL0rQv
534,AEP TEXAS NORTH DIVISION,AMBIT ENERGY,Certified Green Texas Variable Plan,13.9,13.2,12.8,Variable,0,100,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/CGTVPRNG0_508_279_1
132,AEP TEXAS NORTH DIVISION,TEXPO ENERGY,AutoPay E-Plan,13.8,10.8,10.3,Fixed,12,12,FALSE,FALSE,FALSE,http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-nongreen.pdf
133,AEP TEXAS NORTH DIVISION,TEXPO ENERGY,Clear Blue Skies AutoPay E-Plan,14.3,11.3,10.8,Fixed,12,100,FALSE,FALSE,FALSE,http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-green.pdf
135,AEP TEXAS NORTH DIVISION,TXU ENERGY,TXU Energy MarketEdge ,13.4,11.9,11.1,Indexed,0,6,FALSE,FALSE,FALSE,http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/TNXMKTEDNS00AE_ENG.pdf
140,AEP TEXAS NORTH DIVISION,YEP,Autopay E-Plan ,12.5,9.5,9,Fixed,12,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen.pdf
142,AEP TEXAS NORTH DIVISION,YEP,AutoPay E-Plan,11.1,8.1,7.6,Variable,1,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen.pdf
143,AEP TEXAS NORTH DIVISION,YEP,Green Earth Autopay E-plan ,12.9,9.9,9.4,Fixed,12,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-12-green.pdf
269,AEP TEXAS NORTH DIVISION,BRILLIANT ENERGY LLC,Brilliant Freedom 36 Month,14.8,11.5,11,Fixed,36,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/36/P0000/EN
522,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Texas Select Variable Plan,13.7,13,12.7,Variable,0,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/TSVPRNG0_509_284_1
532,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Certified Green Texas Variable Plan,13.9,13.2,12.9,Variable,0,100,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/CGTVPRNG0_508_284_1
243,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TEXPO ENERGY,AutoPay E-Plan,12.7,10.1,9.8,Fixed,12,12,FALSE,FALSE,FALSE,http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-nongreen.pdf
244,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TEXPO ENERGY,Clear Blue Skies AutoPay E-Plan,13.2,10.6,10.3,Fixed,12,100,FALSE,FALSE,FALSE,http://www.texpoenergy.com/Docs/texpo-efl-fixed-12-green.pdf
246,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TXU ENERGY,TXU Energy MarketEdge,12.7,11.7,11.2,Indexed,0,6,FALSE,FALSE,FALSE,http://www.txu.com/~/media/Files/Marketing/Residential/EFLs/CPXMKTEDNS00AE_ENG.pdf
250,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan,11.4,8.8,8.5,Fixed,12,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-12-nongreen.pdf
252,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,AutoPay E-Plan,10.5,7.9,7.6,Variable,1,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen.pdf
253,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan ,11.7,9.1,8.8,Fixed,12,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-12-green.pdf
619,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,NEC Co-op Energy,Residential Electricity... Plain and simple.,14.7,13.4,12.7,Variable,0,6,FALSE,FALSE,FALSE,https://neccoopenergy.com/residential-service/residential-prices/centerpoint-residential-prices-fact-sheet/
895,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Select-1 Year Term ,12.2,10,9.9,Fixed,12,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS1YTRNG12_18_284_1
909,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMIGO ENERGY,Amigo Essentials 18 Month,12.8,8.8,8.8,Fixed,18,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F27328_3698747.pdf
961,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan ,10.3,7.7,7.4,Fixed,3,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-3-nongreen.pdf
968,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan ,11.2,8.6,8.3,Fixed,6,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-6-nongreen.pdf
974,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan ,11.1,8.5,8.2,Fixed,9,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-9-nongreen.pdf
1006,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Select-6 Month Term,12.6,10.4,10.3,Fixed,6,5,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS6MTRNG6_19_284_1
1134,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Ambit Certified Green-1 Year Term,12.4,10.2,10.1,Fixed,12,100,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/ACG1YTRG12_1_284_1
1197,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Secure 12 plan,9.5,8.4,7.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812d501f.pdf
1303,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,11.3,8.7,8.4,Fixed,12,12,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen.pdf
1308,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,11.6,9,8.7,Fixed,12,100,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-12-green.pdf
1382,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BRILLIANT ENERGY LLC, Brilliant Freedom 36 Month,14.2,11.4,11.2,Fixed,36,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/36/P0000/EN
1204,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Select-3 Month Term,12.4,10.2,10.1,Fixed,3,5,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS2MTRNG3_99_284_1
1412,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,IGS ENERGY,Fixed rate for 36 billing cycle(s).,12,10.6,10.6,Fixed,36,0,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP36FIXED09QQ00RPROMO1
1488,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BRILLIANT ENERGY LLC,Brilliant Freedom 24 Month,14,11.2,11,Fixed,24,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/24/P0000/EN
1530,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BOUNCE ENERGY INC,Fantastic Fixed 6,11.7,10.6,10.1,Fixed,6,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/fantasticfixed6-050217.pdf
1614,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BOUNCE ENERGY INC,Easy Fixed 3,11.6,10.5,10,Fixed,3,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/easyfixed3-050217.pdf
1824,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Texas Independence AutoPay E-Plan,10.4,7.8,7.5,Variable,1,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen.pdf
1867,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan,11,8.4,8.1,Fixed,3,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-3-green.pdf
1873,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan ,11.5,8.9,8.6,Fixed,6,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-6-green.pdf
1878,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan,11,8.4,8.1,Variable,1,100,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-green.pdf
1883,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan ,10.9,8.3,8,Variable,1,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-flex-pr-green.pdf
1893,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,11.1,8.5,8.2,Fixed,6,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen.pdf
1950,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BOUNCE ENERGY INC,Tremendous 24,10.9,9.8,9.3,Fixed,24,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/tremendous24-050217.pdf
1888,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,10.2,7.6,7.3,Fixed,3,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen.pdf
1986,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,11.3,8.7,8.4,Fixed,24,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-nongreen.pdf
1956,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BOUNCE ENERGY INC,Terrific 12,10.8,9.7,9.2,Fixed,12,10,FALSE,FALSE,FALSE,http://www.bounceenergy.com/efls/terrific12-050217.pdf
1992,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan,11,8.4,8.1,Fixed,18,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen.pdf
1998,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,11.6,9,8.7,Fixed,24,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-24-green.pdf
2004,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,12,9.4,9.1,Fixed,18,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-green.pdf
2017,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan ,11.1,8.5,8.2,Fixed,18,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-fixed-18-nongreen.pdf
2022,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan ,12.1,9.5,9.2,Fixed,18,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-18-green.pdf
2027,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Autopay E-Plan ,11.4,8.8,8.5,Fixed,24,12,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-24-nongreen.pdf
2182,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BRILLIANT ENERGY LLC,Brilliant Freedom 12 Month,13.7,10.9,10.7,Fixed,12,11,FALSE,FALSE,FALSE,https://www.mybrilliantenergy.com/agreements/efl/BF/12/P0000/EN
2195,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,11.4,8.8,8.5,Fixed,6,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-6-green.pdf
2190,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,10.9,8.3,8,Fixed,3,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-3-green.pdf
2200,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Healthy Heart Of Texas AutoPay E-Plan,12,9.4,9.1,Fixed,9,100,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-9-green.pdf
2246,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan ,12.1,9.5,9.2,Fixed,9,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-9-green.pdf
2205,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit Of Texas AutoPay E-Plan ,11,8.4,8.1,Fixed,9,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-9-nongreen.pdf
2249,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMBIT ENERGY,Lone Star Select 24 Month Term,12.3,10.1,10,Fixed,24,9,FALSE,FALSE,FALSE,https://mediaserver.ambitenergy.com/media/get/LSS24MNG24RNG24_531_284_1
2499,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11.5,8.9,8.6,Fixed,12,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-12-nongreen-tree.pdf
2494,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11.2,8.6,8.3,Fixed,18,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-18-nongreen-tree.pdf
2504,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11.2,8.6,8.3,Fixed,9,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-fixed-9-nongreen-tree.pdf
2509,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,11.3,8.7,8.4,Fixed,6,12,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-6-nongreen-tree.pdf
2514,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,10.4,7.8,7.5,Fixed,3,12,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-fixed-3-nongreen-tree.pdf
2851,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,AMIGO ENERGY,Amigo Essentials 6 Month,12.3,8.3,8.3,Fixed,6,11,FALSE,FALSE,FALSE,https://webs.amigoenergy.com/EFLPDFs/AMI_Res_EFL_F27333_3698747.pdf
2860,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Plant-A-Tree AutoPay E-Plan,10.6,8,7.7,Variable,1,12,FALSE,FALSE,FALSE,https://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-tree.pdf
2939,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,IGS ENERGY,Fixed rate for 36 billing cycle(s).,12.2,10.8,10.8,Fixed,36,100,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP36FIXED09QQ00RGGTXPROMO1
2940,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,IGS ENERGY,Fixed rate for 12 billing cycle(s).,11.6,10.2,10.2,Fixed,12,0,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP12FIXED09PP00RPROMO1
2941,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,IGS ENERGY,Fixed rate for 12 billing cycle(s).,11.8,10.4,10.4,Fixed,12,100,FALSE,FALSE,FALSE,https://enrollment.igsenergy.com/api/Web/FactsLabel/ETCNP12FIXED09PP00RGGTXPROMO1
3057,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TRIEAGLE ENERGY LP,Eagle 12,9.8,9.3,9,Fixed,12,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-12mo.pdf
3072,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TRIEAGLE ENERGY LP,Green Eagle 36,9.8,9.3,9,Fixed,36,100,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-36mo.pdf
3085,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TRIEAGLE ENERGY LP,Green Eagle 12,10.1,9.6,9.3,Fixed,12,100,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CNP-G-12mo.pdf
3088,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,JUST ENERGY,RateShield 60,11.7,11.2,11,Fixed,60,11,FALSE,FALSE,FALSE,http://bit.ly/2lX3kzQ
3104,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Green Earth Autopay E-plan ,11.7,9.1,8.8,Fixed,24,100,FALSE,FALSE,FALSE,http://www.yeptexas.com/Docs/yep-efl-fixed-24-green.pdf
